ClaseNombre,ChoqueNombre,ObjetoFijoCodigo,ObjetoFijoNombre,OtraClase,NombreOtraClase,Latitud,Longitud,Direccion,",Bogota , colombia",dir,TipoVia1,NumeroVia1,LetraVia1,CardinalVia1,TipoVia2,NumeroVia2,LetraVia2,CardinalVia2,Localidad,HoraOcurrencia,TipoDiseño,TipoTiempo,TotalMuertos,TotalHeridos,CausaConductorIDesc,CausaConductorIIDesc
Choque,Vehiculo, , , , ,0,0,CL 19-KR 10 02,",Bogota,Colombia","CL 19-KR 10 02,Bogota,Colombia",CL,19, , ,KR,10, , ,SANTA FE,12/31/1899 11:30:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 3-KR 14BIS S 02,",Bogota,Colombia","CL 3-KR 14BIS S 02,Bogota,Colombia",CL,3, ,S,KR,14, , ,ANTONIO NARIÑO,12/31/1899 12:10:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-AV AVENIDA DE LAS AMERICAS 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-AV AVENIDA DE LAS AMERICAS 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,AV,, , ,KENNEDY,12/31/1899 06:40:00 AM,Glorieta,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AK 45-CL 145A 54,",Bogota,Colombia","AK 45-CL 145A 54,Bogota,Colombia",AK,45, , ,CL,145,A, ,USAQUEN,12/31/1899 04:30:00 PM,Tramo de Via,Normal,0,0, ,ARRANCAR SIN PRECAUCION
Choque,Vehiculo, , , , ,0,0,KR 5-CL 40 S 02,",Bogota,Colombia","KR 5-CL 40 S 02,Bogota,Colombia",KR,5, , ,CL,40, ,S,SAN CRISTOBAL,12/31/1899 07:15:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Atropello, , , , , ,0,0,CL 138-KR 159 25,",Bogota,Colombia","CL 138-KR 159 25,Bogota,Colombia",CL,138, , ,KR,159, , ,SUBA,12/31/1899 06:37:00 PM,Tramo de Via,Normal,0,1,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,CL 187-KR 15A 25,",Bogota,Colombia","CL 187-KR 15A 25,Bogota,Colombia",CL,187, , ,KR,15,A, ,USAQUEN,12/31/1899 02:15:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,KR 11-CL 74 64,",Bogota,Colombia","KR 11-CL 74 64,Bogota,Colombia",KR,11, , ,CL,74, , ,CHAPINERO,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 52-CL 53 02,",Bogota,Colombia","KR 52-CL 53 02,Bogota,Colombia",KR,52, , ,CL,53, , ,BARRIOS UNIDOS,12/31/1899 04:55:00 PM,Tramo de Via,Lluvia,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 17F-CL 76 S 02,",Bogota,Colombia","KR 17F-CL 76 S 02,Bogota,Colombia",KR,17,F, ,CL,76, ,S,CIUDAD BOLIVAR,12/31/1899 06:40:00 PM,Tramo de Via,Normal,0,1, ,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS
Choque,Vehiculo, , , , ,0,0,KR 78G-CL 35B S 02,",Bogota,Colombia","KR 78G-CL 35B S 02,Bogota,Colombia",KR,78,G, ,CL,35,B,S,KENNEDY,12/31/1899 09:05:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 57R-KR 75 S 02,",Bogota,Colombia","CL 57R-KR 75 S 02,Bogota,Colombia",CL,57,R,S,KR,75, , ,BOSA,12/31/1899 06:20:00 AM,Tramo de Via,Normal,0,1,NO RESPETAR PRELACIÓN, 
Choque,Vehiculo, , , , ,0,0,KR 90-CL 68 02,",Bogota,Colombia","KR 90-CL 68 02,Bogota,Colombia",KR,90, , ,CL,68, , ,ENGATIVA,12/31/1899 07:10:00 AM,Interseccion,Normal,0,4,NO UTILIZAR - GIRAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,CL 13-KR 78G 59,",Bogota,Colombia","CL 13-KR 78G 59,Bogota,Colombia",CL,13, , ,KR,78,G, ,FONTIBON,12/31/1899 10:00:00 PM,Tramo de Via,Normal,0,2,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 26-KR 50 02,",Bogota,Colombia","AC 26-KR 50 02,Bogota,Colombia",AC,26, , ,KR,50, , ,TEUSAQUILLO,12/31/1899 08:10:00 AM,Tramo de Via,Normal,0,1,NO RESPETAR PRELACIÓN,NO UTILIZAR - GIRAR BRUSCAMENTE
Atropello, , , , , ,0,0,KR 14-CL 73 S 02,",Bogota,Colombia","KR 14-CL 73 S 02,Bogota,Colombia",KR,14, , ,CL,73, ,S,USME,12/31/1899 07:45:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,CL 17-KR 96A 02,",Bogota,Colombia","CL 17-KR 96A 02,Bogota,Colombia",CL,17, , ,KR,96,A, ,FONTIBON,12/31/1899 01:00:00 PM,Tramo de Via,Normal,0,0,OTRA, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERA DE MAYO-KR 36 02,",Bogota,Colombia","AV AVENIDA PRIMERA DE MAYO-KR 36 02,Bogota,Colombia",AV,AVENIDA PRIMERA DE MAYO, , ,KR,36, , ,PUENTE ARANDA,12/31/1899 08:45:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 34C S 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 34C S 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,34,C,S,KENNEDY,12/31/1899 12:30:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Atropello, , , , , ,0,0,CL 138-KR 151 02,",Bogota,Colombia","CL 138-KR 151 02,Bogota,Colombia",CL,138, , ,KR,151, , ,SUBA,12/31/1899 02:20:00 PM,Tramo de Via,Normal,0,1,OTRA, 
Choque,Vehiculo, , , , ,0,0,CL 57Z-KR 75D S 10,",Bogota,Colombia","CL 57Z-KR 75D S 10,Bogota,Colombia",CL,57,Z,S,KR,75,D, ,CIUDAD BOLIVAR,12/31/1899 06:55:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 68-CL 56 02,",Bogota,Colombia","KR 68-CL 56 02,Bogota,Colombia",KR,68, , ,CL,56, , ,TEUSAQUILLO,12/31/1899 04:40:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 139-KR 118 02,",Bogota,Colombia","CL 139-KR 118 02,Bogota,Colombia",CL,139, , ,KR,118, , ,SUBA,12/31/1899 09:10:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 43-KR 81A S 02,",Bogota,Colombia","CL 43-KR 81A S 02,Bogota,Colombia",CL,43, ,S,KR,81,A, ,KENNEDY,12/31/1899 04:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 6C 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 6C 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,6,C, ,KENNEDY,12/31/1899 04:15:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 143B-KR 149B 02,",Bogota,Colombia","CL 143B-KR 149B 02,Bogota,Colombia",CL,143,B, ,KR,149,B, ,SUBA,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO VIA, 
Choque,Vehiculo, , , , ,0,0,KR 21-CL 127 02,",Bogota,Colombia","KR 21-CL 127 02,Bogota,Colombia",KR,21, , ,CL,127, , ,USAQUEN,12/31/1899 12:00:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Atropello, , , , , ,0,0,KR 24-CL 47A S 02,",Bogota,Colombia","KR 24-CL 47A S 02,Bogota,Colombia",KR,24, , ,CL,47,A,S,TUNJUELITO,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,2, , 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 3 02,",Bogota,Colombia","KR 30-CL 3 02,Bogota,Colombia",KR,30, , ,CL,3, , ,PUENTE ARANDA,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 19-KR 69F 45,",Bogota,Colombia","CL 19-KR 69F 45,Bogota,Colombia",CL,19, , ,KR,69,F, ,FONTIBON,12/31/1899 05:42:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Atropello, , , , , ,0,0,CL 61B-KR 14 SE 29,",Bogota,Colombia","CL 61B-KR 14 SE 29,Bogota,Colombia",CL,61,B,S,KR,14, ,E,SAN CRISTOBAL,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,1,ADELANTAR EN CURVA, 
Choque,Vehiculo, , , , ,0,0,AK 68-CL 18 S 02,",Bogota,Colombia","AK 68-CL 18 S 02,Bogota,Colombia",AK,68, , ,CL,18, ,S,PUENTE ARANDA,12/31/1899 08:10:00 AM,Tramo de Via,Normal,0,0, ,TRANSITAR ENTRE VEHICULOS
Choque,Vehiculo, , , , ,0,0,CL 188-KR 8C 02,",Bogota,Colombia","CL 188-KR 8C 02,Bogota,Colombia",CL,188, , ,KR,8,C, ,USAQUEN,12/31/1899 09:20:00 PM,Interseccion,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD,REVERSO IMPRUDENTE
Choque,Vehiculo, , , , ,0,0,KR 9C-CL 28C ES 08,",Bogota,Colombia","KR 9C-CL 28C ES 08,Bogota,Colombia",KR,9,C,E,CL,28,C,S,SAN CRISTOBAL,12/31/1899 05:15:00 PM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO VIA, 
Choque,Vehiculo, , , , ,0,0,KR 45-CL 185 02,",Bogota,Colombia","KR 45-CL 185 02,Bogota,Colombia",KR,45, , ,CL,185, , ,USAQUEN,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Objeto Fijo,10,Vehiculo estacionado, , ,0,0,AK 45-CL 205 59,",Bogota,Colombia","AK 45-CL 205 59,Bogota,Colombia",AK,45, , ,CL,205, , ,USAQUEN,12/31/1899 07:00:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Caida de ocupante, , , , , ,0,0,AV AVENIDA BOYACA-CL 72 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 72 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,72, , ,ENGATIVA,12/31/1899 08:45:00 AM,Tramo de Via,Normal,0,1,TRANSITAR CON LAS PUERTAS ABIERTAS, 
Choque,Vehiculo, , , , ,0,0,CL 80-KR 98 02,",Bogota,Colombia","CL 80-KR 98 02,Bogota,Colombia",CL,80, , ,KR,98, , ,ENGATIVA,12/31/1899 06:28:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 82-CL 22 02,",Bogota,Colombia","KR 82-CL 22 02,Bogota,Colombia",KR,82, , ,CL,22, , ,FONTIBON,12/31/1899 07:20:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 90-KR 86 02,",Bogota,Colombia","CL 90-KR 86 02,Bogota,Colombia",CL,90, , ,KR,86, , ,ENGATIVA,12/31/1899 10:40:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 143-KR 127C 02,",Bogota,Colombia","CL 143-KR 127C 02,Bogota,Colombia",CL,143, , ,KR,127,C, ,SUBA,12/31/1899 01:30:00 PM,Interseccion,Normal,0,1, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 80-KR 120 02,",Bogota,Colombia","CL 80-KR 120 02,Bogota,Colombia",CL,80, , ,KR,120, , ,ENGATIVA,12/31/1899 08:50:00 PM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 7-CL 76 02,",Bogota,Colombia","KR 7-CL 76 02,Bogota,Colombia",KR,7, , ,CL,76, , ,CHAPINERO,12/31/1899 10:00:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 106-CL 22F 02,",Bogota,Colombia","KR 106-CL 22F 02,Bogota,Colombia",KR,106, , ,CL,22,F, ,FONTIBON,12/31/1899 07:00:00 AM,Interseccion,Normal,0,3,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AC 23-KR 95 02,",Bogota,Colombia","AC 23-KR 95 02,Bogota,Colombia",AC,23, , ,KR,95, , ,FONTIBON,12/31/1899 12:10:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 66-CL 26 02,",Bogota,Colombia","KR 66-CL 26 02,Bogota,Colombia",KR,66, , ,CL,26, , ,TEUSAQUILLO,12/31/1899 09:20:00 AM,Tramo de Via,Normal,0,0, ,ARRANCAR SIN PRECAUCION
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-AC 80 02,",Bogota,Colombia","AV AVENIDA BOYACA-AC 80 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,AC,80, , ,ENGATIVA,12/31/1899 05:15:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AC 19-KR 32 02,",Bogota,Colombia","AC 19-KR 32 02,Bogota,Colombia",AC,19, , ,KR,32, , ,PUENTE ARANDA,12/31/1899 05:50:00 PM,Tramo de Via,Normal,0,1,ADELANTAR CERRANDO, 
Caida de ocupante, , , , , ,0,0,KR 72-CL 62B S 18,",Bogota,Colombia","KR 72-CL 62B S 18,Bogota,Colombia",KR,72, , ,CL,62,B,S,CIUDAD BOLIVAR,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,1,FRENAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,AK 68-CL 9 S 04,",Bogota,Colombia","AK 68-CL 9 S 04,Bogota,Colombia",AK,68, , ,CL,9, ,S,PUENTE ARANDA,12/31/1899 05:45:00 AM,Tramo de Via,Normal,0,1,EXCESO DE VELOCIDAD, 
Atropello, , , , , ,0,0,TR 50-CL 75 S 46,",Bogota,Colombia","TR 50-CL 75 S 46,Bogota,Colombia",TR,50, , ,CL,75, ,S,CIUDAD BOLIVAR,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AK 68-CL 24 02,",Bogota,Colombia","AK 68-CL 24 02,Bogota,Colombia",AK,68, , ,CL,24, , ,FONTIBON,12/31/1899 05:50:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Atropello, , , , , ,0,0,KR 89B-CL 53 S 10,",Bogota,Colombia","KR 89B-CL 53 S 10,Bogota,Colombia",KR,89,B, ,CL,53, ,S,BOSA,12/31/1899 08:30:00 AM,Tramo de Via,Normal,0,2, , 
Choque,Vehiculo, , , , ,0,0,CL 80-KR 107 02,",Bogota,Colombia","CL 80-KR 107 02,Bogota,Colombia",CL,80, , ,KR,107, , ,ENGATIVA,12/31/1899 04:30:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Atropello, , , , , ,0,0,CL 60A-KR 73 S 71,",Bogota,Colombia","CL 60A-KR 73 S 71,Bogota,Colombia",CL,60,A,S,KR,73, , ,CIUDAD BOLIVAR,12/31/1899 07:40:00 AM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AK 30-CL 6 02,",Bogota,Colombia","AK 30-CL 6 02,Bogota,Colombia",AK,30, , ,CL,6, , ,PUENTE ARANDA,12/31/1899 07:50:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 19-KR 14 02,",Bogota,Colombia","CL 19-KR 14 02,Bogota,Colombia",CL,19, , ,KR,14, , ,SANTA FE,12/31/1899 08:39:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 153 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 153 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,153, , ,SUBA,12/31/1899 09:30:00 PM,Interseccion,Normal,0,1,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,CL 69F-TR 14R SE 02,",Bogota,Colombia","CL 69F-TR 14R SE 02,Bogota,Colombia",CL,69,F,S,TR,14,R,E,USME,12/31/1899 06:30:00 AM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 52-CL 42 S 02,",Bogota,Colombia","KR 52-CL 42 S 02,Bogota,Colombia",KR,52, , ,CL,42, ,S,PUENTE ARANDA,12/31/1899 06:50:00 AM,Paso inferior,Normal,0,1, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 5-CL 24A ES 94,",Bogota,Colombia","KR 5-CL 24A ES 94,Bogota,Colombia",KR,5, ,E,CL,24,A,S,SAN CRISTOBAL,12/31/1899 02:40:00 PM,Paso inferior,Normal,0,0,ADELANTAR INVADIENDO VIA, 
Choque,Vehiculo, , , , ,0,0,CL 39-KR 72N S 02,",Bogota,Colombia","CL 39-KR 72N S 02,Bogota,Colombia",CL,39, ,S,KR,72,N, ,KENNEDY,12/31/1899 04:30:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 26 02,",Bogota,Colombia","KR 30-CL 26 02,Bogota,Colombia",KR,30, , ,CL,26, , ,TEUSAQUILLO,12/31/1899 03:00:00 PM,Paso elevado,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 105C-CL 73 02,",Bogota,Colombia","KR 105C-CL 73 02,Bogota,Colombia",KR,105,C, ,CL,73, , ,ENGATIVA,12/31/1899 07:30:00 PM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 7-CL 127 02,",Bogota,Colombia","KR 7-CL 127 02,Bogota,Colombia",KR,7, , ,CL,127, , ,USAQUEN,12/31/1899 12:20:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AK 45-CL 127D 02,",Bogota,Colombia","AK 45-CL 127D 02,Bogota,Colombia",AK,45, , ,CL,127,D, ,SUBA,12/31/1899 05:20:00 PM,Tramo de Via,Normal,0,0, , 
Choque,Vehiculo, , , , ,0,0,CL 132-KR 49 02,",Bogota,Colombia","CL 132-KR 49 02,Bogota,Colombia",CL,132, , ,KR,49, , ,SUBA,12/31/1899 08:00:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 124-KR 45A 2,",Bogota,Colombia","CL 124-KR 45A 2,Bogota,Colombia",CL,124, , ,KR,45,A, ,SUBA,12/31/1899 09:30:00 AM,Interseccion,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 52A 49,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-KR 52A 49,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,KR,52,A, ,PUENTE ARANDA,12/31/1899 06:10:00 PM,Tramo de Via,Normal,0,1, ,TRANSITAR ENTRE VEHICULOS
Choque,Vehiculo, , , , ,0,0,CL 74-KR 28 02,",Bogota,Colombia","CL 74-KR 28 02,Bogota,Colombia",CL,74, , ,KR,28, , ,BARRIOS UNIDOS,12/31/1899 04:50:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 30-CL 13 02,",Bogota,Colombia","KR 30-CL 13 02,Bogota,Colombia",KR,30, , ,CL,13, , ,PUENTE ARANDA,12/31/1899 07:00:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Atropello, , , , , ,0,0,AV AVENIDA BOYACA-KR 56A S 02,",Bogota,Colombia","AV AVENIDA BOYACA-KR 56A S 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,KR,56,A,S,CIUDAD BOLIVAR,12/31/1899 10:00:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,CL 17-KR 96C 01,",Bogota,Colombia","CL 17-KR 96C 01,Bogota,Colombia",CL,17, , ,KR,96,C, ,FONTIBON,12/31/1899 05:30:00 AM,Lote o predio,Normal,0,0,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 3 18,",Bogota,Colombia","AV AVENIDA BOYACA-CL 3 18,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,3, , ,KENNEDY,12/31/1899 05:20:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 7-CL 115 02,",Bogota,Colombia","KR 7-CL 115 02,Bogota,Colombia",KR,7, , ,CL,115, , ,USAQUEN,12/31/1899 09:25:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,KR 13F-CL 57 S 02,",Bogota,Colombia","KR 13F-CL 57 S 02,Bogota,Colombia",KR,13,F, ,CL,57, ,S,TUNJUELITO,12/31/1899 10:10:00 PM,Tramo de Via,Normal,0,2,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 17-KR 126A 02,",Bogota,Colombia","CL 17-KR 126A 02,Bogota,Colombia",CL,17, , ,KR,126,A, ,FONTIBON,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 76 02,",Bogota,Colombia","KR 30-CL 76 02,Bogota,Colombia",KR,30, , ,CL,76, , ,BARRIOS UNIDOS,12/31/1899 06:28:00 PM,Interseccion,Normal,0,0,ADELANTAR CERRANDO, 
Atropello, , , , , ,0,0,KR 88C-CL 57 S 02,",Bogota,Colombia","KR 88C-CL 57 S 02,Bogota,Colombia",KR,88,C, ,CL,57, ,S,BOSA,12/31/1899 05:50:00 AM,Tramo de Via,Normal,0,1,EXCESO DE VELOCIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 26-KR 103 26,",Bogota,Colombia","AC 26-KR 103 26,Bogota,Colombia",AC,26, , ,KR,103, , ,FONTIBON,12/31/1899 12:15:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 80-CL 2 S 51,",Bogota,Colombia","KR 80-CL 2 S 51,Bogota,Colombia",KR,80, , ,CL,2, ,S,KENNEDY,12/31/1899 02:35:00 PM,Interseccion,Normal,0,1,TRANSITAR EN CONTRAVIA, 
Choque,Vehiculo, , , , ,0,0,CL 24A-KR 43A 02,",Bogota,Colombia","CL 24A-KR 43A 02,Bogota,Colombia",CL,24,A, ,KR,43,A, ,TEUSAQUILLO,12/31/1899 06:30:00 AM,Interseccion,Normal,0,2,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 130-KR 45 02,",Bogota,Colombia","CL 130-KR 45 02,Bogota,Colombia",CL,130, , ,KR,45, , ,SUBA,12/31/1899 06:15:00 PM,Tramo de Via,Normal,0,0,NO RESPETAR PRELACIÓN, 
Choque,Vehiculo, , , , ,0,0,KR 24-CL 39B 08,",Bogota,Colombia","KR 24-CL 39B 08,Bogota,Colombia",KR,24, , ,CL,39,B, ,TEUSAQUILLO,12/31/1899 11:30:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Caida de ocupante, , , , , ,0,0,KR 68-CL 46 02,",Bogota,Colombia","KR 68-CL 46 02,Bogota,Colombia",KR,68, , ,CL,46, , ,TEUSAQUILLO,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,1,FRENAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,KR 120-CL 89 02,",Bogota,Colombia","KR 120-CL 89 02,Bogota,Colombia",KR,120, , ,CL,89, , ,ENGATIVA,12/31/1899 09:00:00 PM,Tramo de Via,Normal,0,1,TRANSITAR EN CONTRAVIA, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 24A 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 24A 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,24,A, ,FONTIBON,12/31/1899 09:10:00 PM,Tramo de Via,Normal,0,1,EMBRIAGUEZ APARENTE, 
Choque,Vehiculo, , , , ,0,0,KR 66-CL 24BIS 02,",Bogota,Colombia","KR 66-CL 24BIS 02,Bogota,Colombia",KR,66, , ,CL,24, , ,TEUSAQUILLO,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,1,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 72 S 04,",Bogota,Colombia","AV AVENIDA BOYACA-CL 72 S 04,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,72, ,S,CIUDAD BOLIVAR,12/31/1899 09:00:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 22-CL 85A 02,",Bogota,Colombia","KR 22-CL 85A 02,Bogota,Colombia",KR,22, , ,CL,85,A, ,BARRIOS UNIDOS,12/31/1899 08:30:00 AM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 22-KR 55 02,",Bogota,Colombia","CL 22-KR 55 02,Bogota,Colombia",CL,22, , ,KR,55, , ,TEUSAQUILLO,12/31/1899 01:20:00 PM,Interseccion,Normal,0,2, ,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 60 S 12,",Bogota,Colombia","AV AVENIDA BOYACA-CL 60 S 12,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,60, ,S,TUNJUELITO,12/31/1899 03:00:00 AM,Tramo de Via,Lluvia,0,0, ,NO UTILIZAR - GIRAR BRUSCAMENTE
